country,monit_program,monit_purpose,report_institute,monit_year,date_ices,day,month,num_indiv_subsample,bulk_id,station,year,species,basis_determination,matrix_analyzed,qflag,sub_samp_id,samp_ref,sub_samp_ref,date,variable,longitude,latitude,value,detect_lim,quant_lim,EXLIP%,FATWT%,WTMAX,WTMEA,WTMIN,AGMEA,DRYWT%,LNMEA,LNMAX,LNMIN,value_wet_wgt,detect_lim_wet_wgt,quant_lim_wet_wgt,qflagged
Denmark,NATL~COMB,S,NERI,2007,22/10/2007,22,10,38,NA,FYN Lindholm,2007,Mytilus edulis,wet weight,NA,NA,1,1056433,2205636,2007-10-22,CDF2N,10.815833330000002,55.295833330000015,1e-4,NA,NA,NA,1.59,3.1899999999999995,18.47,1.15,NA,21.830000000000002,9.62,45.44,2.67,1e-4,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,22/10/2007,22,10,34,NA,NJY Løgstør br,2007,Mytilus edulis,wet weight,NA,NA,1,1056436,2205677,2007-10-22,CDFX1,9.103,56.935,0,NA,NA,NA,1.08,6.654999999999999,4.955,3.07,NA,21.47,59.02,65.9,52.43000000000001,0,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,24/10/2007,24,10,69,NA,SJY HADF501,2007,Mytilus edulis,wet weight,NA,NA,2,1056440,2205652,2007-10-24,CDFP2,9.575166670000002,55.25416667,1e-4,NA,NA,NA,0.6599999999999999,3.87,2.4,1.53,NA,15.09,49.5,57.519999999999996,44.81000000000001,1e-4,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,24/10/2007,24,10,73,NA,SJY HADF501,2007,Mytilus edulis,wet weight,NA,NA,1,1056440,2205651,2007-10-24,CDF6P,9.575166670000002,55.25416667,2e-4,NA,NA,NA,0.63,5.1899999999999995,2.285,1.295,NA,15.26,48.629999999999995,58.129999999999995,42.199999999999996,2e-4,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,24/10/2007,24,10,73,NA,SJY HADF501,2007,Mytilus edulis,wet weight,NA,<,1,1056440,2205651,2007-10-24,CDF9P,9.575166670000002,55.25416667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL,S,NERI,2007,24/10/2007,24,10,73,NA,SJY HADF501,2007,Mytilus edulis,wet weight,NA,NA,1,1056440,2205651,2007-10-24,CDD6X,9.575166670000002,55.25416667,0,NA,NA,NA,0.63,5.1899999999999995,2.285,1.295,NA,15.26,48.629999999999995,58.129999999999995,42.199999999999996,0,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,24/10/2007,24,10,73,NA,SJY HADF501,2007,Mytilus edulis,wet weight,NA,NA,1,1056440,2205651,2007-10-24,CDD1N,9.575166670000002,55.25416667,0,NA,NA,NA,0.63,5.1899999999999995,2.285,1.295,NA,15.26,48.629999999999995,58.129999999999995,42.199999999999996,0,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,24/10/2007,24,10,73,NA,SJY HADF501,2007,Mytilus edulis,wet weight,NA,<,1,1056440,2205651,2007-10-24,TCDD,9.575166670000002,55.25416667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL,S,NERI,2007,24/10/2007,24,10,73,NA,SJY HADF501,2007,Mytilus edulis,wet weight,NA,NA,1,1056440,2205651,2007-10-24,CDF2T,9.575166670000002,55.25416667,2e-4,NA,NA,NA,0.63,5.1899999999999995,2.285,1.295,NA,15.26,48.629999999999995,58.129999999999995,42.199999999999996,2e-4,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,24/10/2007,24,10,73,NA,SJY HADF501,2007,Mytilus edulis,wet weight,NA,NA,1,1056440,2205651,2007-10-24,CDDO,9.575166670000002,55.25416667,4e-4,NA,NA,NA,0.63,5.1899999999999995,2.285,1.295,NA,15.26,48.629999999999995,58.129999999999995,42.199999999999996,4e-4,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,29/10/2007,29,10,27,NA,NJY 5503,2007,Mytilus edulis,wet weight,NA,NA,1,1056441,2205643,2007-10-29,CDFX1,9.973,56.670666669999996,0,NA,NA,NA,1.6900000000000002,6.1,4.135,2.3,NA,22.130000000000003,54.870000000000005,63.26999999999999,49.010000000000005,0,NA,NA,FALSE
Denmark,CEMP~NATL~COMB,S,NERI,2007,29/10/2007,29,10,9,NA,NJY 4410,2007,Mytilus edulis,wet weight,NA,NA,1,1056443,2205645,2007-10-29,CDD6P,10.305666670000003,56.86883333000001,1e-4,NA,NA,NA,0.7,19.88,14.96,11.46,NA,13.94,NA,NA,NA,1e-4,NA,NA,FALSE
Denmark,CEMP~NATL~COMB,S,NERI,2007,29/10/2007,29,10,9,NA,NJY 4410,2007,Mytilus edulis,wet weight,NA,<,1,1056443,2205645,2007-10-29,CDD4X,10.305666670000003,56.86883333000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2007,29/10/2007,29,10,9,NA,NJY 4410,2007,Mytilus edulis,wet weight,NA,NA,1,1056443,2205645,2007-10-29,CDF6X,10.305666670000003,56.86883333000001,0,NA,NA,NA,0.7,19.88,14.96,11.46,NA,13.94,NA,NA,NA,0,NA,NA,FALSE
Denmark,CEMP~NATL~COMB,S,NERI,2007,29/10/2007,29,10,9,NA,NJY 4410,2007,Mytilus edulis,wet weight,NA,<,1,1056443,2205645,2007-10-29,CDD9X,10.305666670000003,56.86883333000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2007,29/10/2007,29,10,9,NA,NJY 4410,2007,Mytilus edulis,wet weight,NA,<,1,1056443,2205645,2007-10-29,CDF9X,10.305666670000003,56.86883333000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2007,29/10/2007,29,10,9,NA,NJY 4410,2007,Mytilus edulis,wet weight,NA,<,1,1056443,2205645,2007-10-29,CDF4X,10.305666670000003,56.86883333000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2007,29/10/2007,29,10,9,NA,NJY 4410,2007,Mytilus edulis,wet weight,NA,NA,1,1056443,2205645,2007-10-29,CDF2N,10.305666670000003,56.86883333000001,1e-4,NA,NA,NA,0.7,19.88,14.96,11.46,NA,13.94,NA,NA,NA,1e-4,NA,NA,FALSE
Denmark,CEMP~NATL~COMB,S,NERI,2007,29/10/2007,29,10,45,NA,NJY MF yderfjo,2007,Mytilus edulis,wet weight,NA,NA,1,1056442,2205644,2007-10-29,CDFP2,10.237833329999999,56.705333330000016,1e-4,NA,NA,NA,0.72,11.560000000000002,4.58,1.58,NA,14.29,52.790000000000006,66.97,39.79,1e-4,NA,NA,FALSE
Denmark,CEMP~NATL~COMB,S,NERI,2007,29/10/2007,29,10,9,NA,NJY 4410,2007,Mytilus edulis,wet weight,NA,NA,1,1056443,2205645,2007-10-29,CDFO,10.305666670000003,56.86883333000001,2e-4,NA,NA,NA,0.7,19.88,14.96,11.46,NA,13.94,NA,NA,NA,2e-4,NA,NA,FALSE
Denmark,NATL~COMB,T~S,NERI,2007,31/10/2007,31,10,30,NA,FYN M2,2007,Mytilus edulis,wet weight,NA,NA,2,1056449,2205639,2007-10-31,CDFX1,10.509666670000001,55.47516667,2e-4,NA,NA,NA,0.8700000000000001,2.58,25.705,1.835,NA,15.61,18.080000000000002,42.980000000000004,4.680000000000001,2e-4,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,12/11/2007,12,11,35,NA,NJY MSS1,2007,Mytilus edulis,wet weight,NA,NA,1,1056451,2205646,2007-11-12,CDD6P,9.57033333,56.939,2e-4,NA,NA,NA,1.09,6.8149999999999995,3.19,1.8050000000000002,NA,19.02,43.39,57.839999999999996,35.28,2e-4,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,12/11/2007,12,11,35,NA,NJY MSS1,2007,Mytilus edulis,wet weight,NA,NA,1,1056451,2205646,2007-11-12,CDD4X,9.57033333,56.939,0,NA,NA,NA,1.09,6.8149999999999995,3.19,1.8050000000000002,NA,19.02,43.39,57.839999999999996,35.28,0,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,12/11/2007,12,11,35,NA,NJY MSS1,2007,Mytilus edulis,wet weight,NA,NA,1,1056451,2205646,2007-11-12,CDF6X,9.57033333,56.939,0,NA,NA,NA,1.09,6.8149999999999995,3.19,1.8050000000000002,NA,19.02,43.39,57.839999999999996,35.28,0,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,12/11/2007,12,11,35,NA,NJY MSS1,2007,Mytilus edulis,wet weight,NA,<,1,1056451,2205646,2007-11-12,CDD9X,9.57033333,56.939,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL,S,NERI,2007,12/11/2007,12,11,35,NA,NJY MSS1,2007,Mytilus edulis,wet weight,NA,NA,1,1056451,2205646,2007-11-12,CDF9X,9.57033333,56.939,1e-4,NA,NA,NA,1.09,6.8149999999999995,3.19,1.8050000000000002,NA,19.02,43.39,57.839999999999996,35.28,1e-4,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,12/11/2007,12,11,35,NA,NJY MSS1,2007,Mytilus edulis,wet weight,NA,<,1,1056451,2205646,2007-11-12,CDF4X,9.57033333,56.939,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL,S,NERI,2007,12/11/2007,12,11,35,NA,NJY MSS1,2007,Mytilus edulis,wet weight,NA,NA,1,1056451,2205646,2007-11-12,CDF2N,9.57033333,56.939,1e-4,NA,NA,NA,1.09,6.8149999999999995,3.19,1.8050000000000002,NA,19.02,43.39,57.839999999999996,35.28,1e-4,NA,NA,FALSE
Denmark,NATL~COMB,S,NERI,2007,31/10/2007,31,10,37,NA,VEJ0003150,2007,Mytilus edulis,wet weight,NA,NA,1,1056450,2205673,2007-10-31,CDD6P,9.5,55.4915,4e-4,NA,NA,NA,0.8200000000000001,9.275,5.33,2.6849999999999996,NA,16.259999999999998,53.519999999999996,61.739999999999995,43.93999999999999,4e-4,NA,NA,FALSE
Denmark,NATL~COMB,S,NERI,2007,31/10/2007,31,10,37,NA,VEJ0003150,2007,Mytilus edulis,wet weight,NA,NA,1,1056450,2205673,2007-10-31,CDD4X,9.5,55.4915,0,NA,NA,NA,0.8200000000000001,9.275,5.33,2.6849999999999996,NA,16.259999999999998,53.519999999999996,61.739999999999995,43.93999999999999,0,NA,NA,FALSE
Denmark,NATL~COMB,S,NERI,2007,31/10/2007,31,10,37,NA,VEJ0003150,2007,Mytilus edulis,wet weight,NA,NA,1,1056450,2205673,2007-10-31,CDF6X,9.5,55.4915,0,NA,NA,NA,0.8200000000000001,9.275,5.33,2.6849999999999996,NA,16.259999999999998,53.519999999999996,61.739999999999995,43.93999999999999,0,NA,NA,FALSE
Denmark,NATL~COMB,S,NERI,2007,31/10/2007,31,10,37,NA,VEJ0003150,2007,Mytilus edulis,wet weight,NA,NA,1,1056450,2205673,2007-10-31,CDD9X,9.5,55.4915,0,NA,NA,NA,0.8200000000000001,9.275,5.33,2.6849999999999996,NA,16.259999999999998,53.519999999999996,61.739999999999995,43.93999999999999,0,NA,NA,FALSE
Denmark,NATL~COMB,S,NERI,2007,31/10/2007,31,10,37,NA,VEJ0003150,2007,Mytilus edulis,wet weight,NA,NA,1,1056450,2205673,2007-10-31,CDF9X,9.5,55.4915,1e-4,NA,NA,NA,0.8200000000000001,9.275,5.33,2.6849999999999996,NA,16.259999999999998,53.519999999999996,61.739999999999995,43.93999999999999,1e-4,NA,NA,FALSE
Denmark,NATL~COMB,S,NERI,2007,31/10/2007,31,10,37,NA,VEJ0003150,2007,Mytilus edulis,wet weight,NA,<,1,1056450,2205673,2007-10-31,CDF4X,9.5,55.4915,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2007,31/10/2007,31,10,37,NA,VEJ0003150,2007,Mytilus edulis,wet weight,NA,NA,1,1056450,2205673,2007-10-31,CDF2N,9.5,55.4915,2e-4,NA,NA,NA,0.8200000000000001,9.275,5.33,2.6849999999999996,NA,16.259999999999998,53.519999999999996,61.739999999999995,43.93999999999999,2e-4,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,12/11/2007,12,11,35,NA,NJY MSS1,2007,Mytilus edulis,wet weight,NA,NA,1,1056451,2205646,2007-11-12,CDFO,9.57033333,56.939,4e-4,NA,NA,NA,1.09,6.8149999999999995,3.19,1.8050000000000002,NA,19.02,43.39,57.839999999999996,35.28,4e-4,NA,NA,FALSE
Denmark,NATL~COMB,T~S,NERI,2007,31/10/2007,31,10,30,NA,FYN M2,2007,Mytilus edulis,wet weight,NA,NA,2,1056449,2205639,2007-10-31,CDFO,10.509666670000001,55.47516667,1e-4,NA,NA,NA,0.8700000000000001,2.58,25.705,1.835,NA,15.61,18.080000000000002,42.980000000000004,4.680000000000001,1e-4,NA,NA,FALSE
Denmark,CEMP~NATL,T~S~E,NERI,2007,14/11/2007,14,11,35,NA,NJY 3727-1,2007,Mytilus edulis,wet weight,NA,NA,1,1056455,2205679,2007-11-14,CDFP2,9.08616667,56.63550000000001,0,NA,NA,NA,0.7799999999999999,8.67,4.765000000000001,2.715,NA,12.26,55.55,66.36999999999999,50.72,0,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,14/11/2007,14,11,12,NA,NJY MF st1,2007,Mytilus edulis,wet weight,NA,NA,1,1056457,2205648,2007-11-14,CDDO,9.81833333,56.63883333000001,4e-4,NA,NA,NA,1.55,11.84,8.055,6.440000000000001,NA,24.259999999999998,63.53999999999999,70.88,57.31000000000001,4e-4,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,14/11/2007,14,11,46,NA,NJY MF st2,2007,Mytilus edulis,wet weight,NA,NA,1,1056456,2205647,2007-11-14,CDF6P,9.84133333,56.63583333000001,1e-4,NA,NA,NA,1.29,6.84,3.4599999999999995,1.5550000000000002,NA,20.64,53,62.42,46.78,1e-4,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,14/11/2007,14,11,46,NA,NJY MF st2,2007,Mytilus edulis,wet weight,NA,<,1,1056456,2205647,2007-11-14,CDF9P,9.84133333,56.63583333000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL,S,NERI,2007,14/11/2007,14,11,46,NA,NJY MF st2,2007,Mytilus edulis,wet weight,NA,NA,1,1056456,2205647,2007-11-14,CDD6X,9.84133333,56.63583333000001,0,NA,NA,NA,1.29,6.84,3.4599999999999995,1.5550000000000002,NA,20.64,53,62.42,46.78,0,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,14/11/2007,14,11,46,NA,NJY MF st2,2007,Mytilus edulis,wet weight,NA,<,1,1056456,2205647,2007-11-14,CDD1N,9.84133333,56.63583333000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL,S,NERI,2007,14/11/2007,14,11,46,NA,NJY MF st2,2007,Mytilus edulis,wet weight,NA,<,1,1056456,2205647,2007-11-14,TCDD,9.84133333,56.63583333000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL,S,NERI,2007,14/11/2007,14,11,46,NA,NJY MF st2,2007,Mytilus edulis,wet weight,NA,NA,1,1056456,2205647,2007-11-14,CDF2T,9.84133333,56.63583333000001,2e-4,NA,NA,NA,1.29,6.84,3.4599999999999995,1.5550000000000002,NA,20.64,53,62.42,46.78,2e-4,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,14/11/2007,14,11,12,NA,NJY MF st1,2007,Mytilus edulis,wet weight,NA,NA,1,1056457,2205648,2007-11-14,CDFX1,9.81833333,56.63883333000001,0,NA,NA,NA,1.55,11.84,8.055,6.440000000000001,NA,24.259999999999998,63.53999999999999,70.88,57.31000000000001,0,NA,NA,FALSE
Denmark,CEMP~NATL~COMB,T~S,NERI,2007,23/11/2007,23,11,28,NA,ÅRH 170165,2007,Mytilus edulis,wet weight,NA,<,1,1056460,2205683,2007-11-23,CDDO,10.22316667,56.136333330000014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,T~S,NERI,2007,23/11/2007,23,11,28,NA,ÅRH 170165,2007,Mytilus edulis,wet weight,NA,NA,1,1056460,2205683,2007-11-23,CDFP2,10.22316667,56.136333330000014,1e-4,NA,NA,NA,1.48,11.504999999999999,6.6,3.9299999999999997,NA,22.91,54.53,64.68,48.47,1e-4,NA,NA,FALSE
Denmark,CEMP~NATL~COMB,T~S,NERI,2007,23/11/2007,23,11,20,NA,ÅRH 170165,2007,Mytilus edulis,wet weight,NA,NA,2,1056460,2205684,2007-11-23,CDF6P,10.22316667,56.136333330000014,1e-4,NA,NA,NA,1.5,18.564999999999998,10.195,4.42,NA,20.18,61.81999999999999,75.11,50.61999999999999,1e-4,NA,NA,FALSE
Denmark,CEMP~NATL~COMB,T~S,NERI,2007,23/11/2007,23,11,20,NA,ÅRH 170165,2007,Mytilus edulis,wet weight,NA,<,2,1056460,2205684,2007-11-23,CDF9P,10.22316667,56.136333330000014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,T~S,NERI,2007,23/11/2007,23,11,20,NA,ÅRH 170165,2007,Mytilus edulis,wet weight,NA,<,2,1056460,2205684,2007-11-23,CDD6X,10.22316667,56.136333330000014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,T~S,NERI,2007,23/11/2007,23,11,20,NA,ÅRH 170165,2007,Mytilus edulis,wet weight,NA,<,2,1056460,2205684,2007-11-23,CDD1N,10.22316667,56.136333330000014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,T~S,NERI,2007,23/11/2007,23,11,20,NA,ÅRH 170165,2007,Mytilus edulis,wet weight,NA,<,2,1056460,2205684,2007-11-23,TCDD,10.22316667,56.136333330000014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,T~S,NERI,2007,23/11/2007,23,11,20,NA,ÅRH 170165,2007,Mytilus edulis,wet weight,NA,NA,2,1056460,2205684,2007-11-23,CDF2T,10.22316667,56.136333330000014,4e-4,NA,NA,NA,1.5,18.564999999999998,10.195,4.42,NA,20.18,61.81999999999999,75.11,50.61999999999999,4e-4,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,29/11/2007,29,11,15,NA,NJY Thisted Bredning,2007,Mytilus edulis,wet weight,NA,NA,1,1056462,2205681,2007-11-29,CDDO,8.785666670000001,56.9405,0.001,NA,NA,NA,1.1300000000000001,15.79,11.41,8.08,NA,21.29,69.46000000000001,76.33,62.86000000000001,0.001,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,29/11/2007,29,11,15,NA,NJY Thisted Bredning,2007,Mytilus edulis,wet weight,NA,NA,1,1056462,2205681,2007-11-29,CDF6P,8.785666670000001,56.9405,4e-4,NA,NA,NA,1.1300000000000001,15.79,11.41,8.08,NA,21.29,69.46000000000001,76.33,62.86000000000001,4e-4,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,29/11/2007,29,11,15,NA,NJY Thisted Bredning,2007,Mytilus edulis,wet weight,NA,<,1,1056462,2205681,2007-11-29,CDF9P,8.785666670000001,56.9405,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,CEMP~NATL,S,NERI,2007,29/11/2007,29,11,15,NA,NJY Thisted Bredning,2007,Mytilus edulis,wet weight,NA,NA,1,1056462,2205681,2007-11-29,CDD6X,8.785666670000001,56.9405,0,NA,NA,NA,1.1300000000000001,15.79,11.41,8.08,NA,21.29,69.46000000000001,76.33,62.86000000000001,0,NA,NA,FALSE
Denmark,CEMP~NATL,S,NERI,2007,29/11/2007,29,11,15,NA,NJY Thisted Bredning,2007,Mytilus edulis,wet weight,NA,<,1,1056462,2205681,2007-11-29,CDD1N,8.785666670000001,56.9405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL,S,NERI,2007,29/11/2007,29,11,15,NA,NJY Thisted Bredning,2007,Mytilus edulis,wet weight,NA,<,1,1056462,2205681,2007-11-29,TCDD,8.785666670000001,56.9405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,CEMP~NATL,S,NERI,2007,29/11/2007,29,11,15,NA,NJY Thisted Bredning,2007,Mytilus edulis,wet weight,NA,NA,1,1056462,2205681,2007-11-29,CDF2T,8.785666670000001,56.9405,3e-4,NA,NA,NA,1.1300000000000001,15.79,11.41,8.08,NA,21.29,69.46000000000001,76.33,62.86000000000001,3e-4,NA,NA,FALSE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,20,NA,SJY FFMTM1,2005,Mytilus edulis,wet weight,NA,<,1,1054777,2203928,2005-10-04,CDFO,9.43766667,54.84333333000001,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,20,NA,SJY FFMTM1,2005,Mytilus edulis,wet weight,NA,<,1,1054777,2203928,2005-10-04,CDD4X,9.43766667,54.84333333000001,2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-4,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,20,NA,SJY FFMTM1,2005,Mytilus edulis,wet weight,NA,<,1,1054777,2203928,2005-10-04,CDF9X,9.43766667,54.84333333000001,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,50,NA,SJY LBMTM2,2005,Mytilus edulis,wet weight,NA,<,1,1054778,2203931,2005-10-04,CDF9P,9.98,55.007,2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-4,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,50,NA,SJY LBMTM2,2005,Mytilus edulis,wet weight,NA,<,1,1054778,2203931,2005-10-04,CDD1N,9.98,55.007,5e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-4,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,04/10/2005,4,10,50,NA,SJY LBMTM2,2005,Mytilus edulis,wet weight,NA,<,1,1054778,2203931,2005-10-04,TCDD,9.98,55.007,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,22,NA,ÅRH 170167,2005,Mytilus edulis,wet weight,NA,<,1,1054782,2203990,2005-10-10,CDFO,10.22316667,56.136333330000014,0.0052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0052,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,11/10/2005,11,10,20,NA,ÅRH 230987,2005,Mytilus edulis,wet weight,NA,<,1,1054784,2203992,2005-10-11,CDD1N,10.22583333,56.541,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,11/10/2005,11,10,20,NA,ÅRH 230987,2005,Mytilus edulis,wet weight,NA,<,1,1054784,2203992,2005-10-11,TCDD,10.22583333,56.541,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,69,NA,ÅRH 170165,2005,Mytilus edulis,wet weight,NA,<,3,1054783,2203989,2005-10-10,CDD4X,10.352000000000002,56.18883333000001,2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,69,NA,ÅRH 170165,2005,Mytilus edulis,wet weight,NA,<,3,1054783,2203989,2005-10-10,CDF9X,10.352000000000002,56.18883333000001,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,60,NA,ÅRH 170165,2005,Mytilus edulis,wet weight,NA,<,1,1054783,2203987,2005-10-10,CDF9P,10.352000000000002,56.18883333000001,2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,60,NA,ÅRH 170165,2005,Mytilus edulis,wet weight,NA,<,1,1054783,2203987,2005-10-10,CDD1N,10.352000000000002,56.18883333000001,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,CEMP~NATL~COMB,S,NERI,2005,10/10/2005,10,10,60,NA,ÅRH 170165,2005,Mytilus edulis,wet weight,NA,<,1,1054783,2203987,2005-10-10,TCDD,10.352000000000002,56.18883333000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,24/10/2005,24,10,35,NA,STR 0201113,2005,Mytilus edulis,wet weight,NA,<,1,1054787,2203934,2005-10-24,CDD4X,11.2365,55.023333330000014,3e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-4,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,24/10/2005,24,10,35,NA,STR 0201113,2005,Mytilus edulis,wet weight,NA,<,1,1054787,2203934,2005-10-24,CDF9X,11.2365,55.023333330000014,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,24/10/2005,24,10,60,NA,STR 0102065,2005,Mytilus edulis,wet weight,NA,<,1,1054788,2203933,2005-10-24,CDF9P,11.688333329999999,55.201666669999994,1e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-4,NA,NA,TRUE
Denmark,NATL~COMB,S,NERI,2005,24/10/2005,24,10,60,NA,STR 0102065,2005,Mytilus edulis,wet weight,NA,NA,1,1054788,2203933,2005-10-24,CDD1N,11.688333329999999,55.201666669999994,0.0035,NA,NA,NA,0.81,3.9749999999999996,1.655,0.425,NA,12.3,41.849999999999994,55.26,33.81999999999999,0.0035,NA,NA,FALSE
